AJUSTE_MIN_SAL2;41;NUMERICO;0;100;2;%
AJUSTE_MAX_SAL1;42;NUMERICO;0;100;2;%
AJUSTE_MAX_SAL2;43;NUMERICO;0;100;2;%
FILTRO_ADC_POTE;75;NUMERICO;0;1;2; n
FILTRO_ADC_PID;76;NUMERICO;0;1;2; n
FILTRO_ADC_POS;77;NUMERICO;0;1;2; n
FILTRO_ADC_DET;78;NUMERICO;0;1;2; n
FILTRO_SAL1;79;NUMERICO;0;1;2; n
FILTRO_SAL2;80;NUMERICO;0;1;2; n
TEMP_AMBIENTE;44;INDICACION;1; C
VX_POTE;45;INDICACION;2;%
VX_PID;46;INDICACION;2;%
VX_POS;47;INDICACION;2;%
VX_DET;48;INDICACION;2;%
VX_SAL1;49;NUMERICO;0;10000;2;%
VX_SAL2;50;NUMERICO;0;10000;2;%
CUENTAS_VX_POTE;63;INDICACION;0;c
CUENTAS_VX_PID;64;INDICACION;0;c
CUENTAS_VX_POS;65;INDICACION;0;c
CUENTAS_VX_DET;66;INDICACION;0;c
ESTADO_ENT_SAL;51;DESPLAZAMIENTO_BITS;SAL_MOT;SAL_SPI;SAL_SQ1;SAL_SQ2;SAL_SQ3;SAL_ENC;SAL_BARRIDO;SAL_FUNCIONANDO;SAL_ALARMA;ENT_INI;ENT_MVC;ENT_PAB;ENT_PGB;ENT_PGA;ENT_PPG;ENT_FCA;ENT_FCC;ENT_REA;ENT_MODO;ENT_CONF;ENT_DET;
ULTIMO_ESTADO;12;TEXTO;LISTO;FUNCIONANDO;CHECK_PAB;PRE_BARRIDO_T;BARRIDO;POST_BARRIDO;POS_ARRANQUE_T;VPS;ENCENDIDO;ALARMA_COMBUSTION;ALARMA_FALSA_LLAMA;ALARMA_VPS;ALARMA_MVC;ALARMA_PAB;ALARMA_PAB_P;ALARMA_PGB;ALARMA_PGA;ALARMA_TIEMPO_MAX;ALARMA_TEMP_MAX;ALARMA_REALIMENTRACION;CONFIG;PARADA_EXT
ESTADO_ACTUAL;97;TEXTO;LISTO;FUNCIONANDO;CHECK_PAB;PRE_BARRIDO_T;BARRIDO;POST_BARRIDO;POS_ARRANQUE_T;VPS;ENCENDIDO;ALARMA_COMBUSTION;ALARMA_FALSA_LLAMA;ALARMA_VPS;ALARMA_MVC;ALARMA_PAB;ALARMA_PAB_P;ALARMA_PGB;ALARMA_PGA;ALARMA_TIEMPO_MAX;ALARMA_TEMP_MAX;ALARMA_REALIMENTRACION;CONFIG;PARADA_EXT
ESTADO_ABF;99;TEXTO;ACTIVO;DESACTIVO
RELACION_SAL1_SAL2_01;52;DESPLAZAMIENTO_WORDS;S1_01;S2_01;2;%
RELACION_SAL1_SAL2_02;53;DESPLAZAMIENTO_WORDS;S1_02;S2_02;2;%
RELACION_SAL1_SAL2_03;54;DESPLAZAMIENTO_WORDS;S1_03;S2_03;2;%
RELACION_SAL1_SAL2_04;55;DESPLAZAMIENTO_WORDS;S1_04;S2_04;2;%
RELACION_SAL1_SAL2_05;56;DESPLAZAMIENTO_WORDS;S1_05;S2_05;2;%
RELACION_SAL1_SAL2_06;57;DESPLAZAMIENTO_WORDS;S1_06;S2_06;2;%
RELACION_SAL1_SAL2_07;58;DESPLAZAMIENTO_WORDS;S1_07;S2_07;2;%
RELACION_SAL1_SAL2_08;59;DESPLAZAMIENTO_WORDS;S1_08;S2_08;2;%
RELACION_SAL1_SAL2_09;60;DESPLAZAMIENTO_WORDS;S1_09;S2_09;2;%
RELACION_SAL1_SAL2_10;61;DESPLAZAMIENTO_WORDS;S1_10;S2_10;2;%
RELACION_SAL1_SAL2_11;81;DESPLAZAMIENTO_WORDS;S1_11;S2_11;2;%
RELACION_SAL1_SAL2_12;82;DESPLAZAMIENTO_WORDS;S1_12;S2_12;2;%
RELACION_SAL1_SAL2_13;83;DESPLAZAMIENTO_WORDS;S1_13;S2_13;2;%
RELACION_SAL1_SAL2_14;84;DESPLAZAMIENTO_WORDS;S1_14;S2_14;2;%
RELACION_SAL1_SAL2_15;85;DESPLAZAMIENTO_WORDS;S1_15;S2_15;2;%
RELACION_SAL1_SAL2_16;86;DESPLAZAMIENTO_WORDS;S1_16;S2_16;2;%
RELACION_SAL1_SAL2_17;87;DESPLAZAMIENTO_WORDS;S1_17;S2_17;2;%
VERSION_SOFT;102;INDICACION;0;v
